timestamp,responseTime,trial,targetWord,chosenWord,chosenCategory,chosenPosition,subjID,order,touchscreen,os,test_day,correct
2023-03-04T12:22:21.169Z,5125,6,ventilator,ventilator,target,lower-left,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:22:36.076Z,9442,7,arugula,arugula,target,lower-right,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:22:49.608Z,8117,8,giraffe,giraffe,target,upper-left,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:23:01.606Z,5818,9,palmtree,palmtree,target,lower-left,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:23:12.416Z,5759,10,pineapple,pineapple,target,lower-right,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:23:26.261Z,7599,11,ocean,ocean,target,upper-left,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:24:06.266Z,32809,12,gazelle,gazelle,target,lower-right,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:24:23.827Z,13303,13,chanterelle,chanterelle,target,upper-left,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:24:35.969Z,7107,14,ruin,ruin,target,lower-right,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:24:51.717Z,7666,15,labyrinth,labyrinth,target,lower-left,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:25:13.039Z,16674,16,orchid,orchid,target,lower-left,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:25:24.288Z,7289,17,zucchini,zucchini,target,upper-right,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:25:41.381Z,7531,18,kayak,kayak,target,upper-left,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:25:52.174Z,6311,19,lobster,lobster,target,upper-right,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:26:10.922Z,14863,20,carnation,violets,dist1,lower-right,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,0
2023-03-04T12:26:43.408Z,27255,21,flounder,flounder,target,lower-right,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T12:26:51.687Z,3733,22,cello,cello,target,lower-left,1ucfbeiZ,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:49:21.778Z,3900,1,eye,eye,target,upper-left,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:49:26.150Z,3047,2,carrot,carrot,target,lower-right,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:49:30.034Z,3139,3,ant,ant,target,upper-right,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:49:35.072Z,4226,4,elk,elk,target,upper-left,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:49:40.616Z,4570,5,choir,choir,target,upper-right,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:49:44.270Z,2707,6,ventilator,ventilator,target,lower-left,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:49:51.975Z,6946,7,arugula,dracula,dist2,upper-left,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,0
2023-03-04T08:50:01.759Z,2117,8,giraffe,giraffe,target,upper-left,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:50:04.833Z,2242,9,palmtree,palmtree,target,lower-left,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:50:07.343Z,1755,10,pineapple,pineapple,target,lower-right,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:50:13.987Z,5896,11,ocean,ocean,target,upper-left,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:50:33.523Z,18609,12,gazelle,gazelle,target,lower-right,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:50:40.413Z,4671,13,chanterelle,chanterelle,target,upper-left,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:50:50.231Z,9055,14,ruin,ruin,target,lower-right,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:50:53.071Z,2012,15,labyrinth,labyrinth,target,lower-left,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:51:02.959Z,9146,16,orchid,orchid,target,lower-left,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:51:06.551Z,2419,17,zucchini,zucchini,target,upper-right,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:51:12.977Z,5611,18,kayak,kayak,target,upper-left,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:51:20.059Z,6108,19,lobster,lobster,target,upper-right,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:51:26.833Z,5933,20,carnation,carnation,target,upper-right,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:51:34.095Z,6545,21,flounder,flounder,target,lower-right,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-04T08:51:47.821Z,12921,22,cello,cello,target,lower-left,1XKPmPrA,validation - short,FALSE,Windows,2023-03-04,1
2023-03-02T17:03:55.539Z,5340,1,eye,eye,target,upper-left,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:04:03.444Z,3357,2,carrot,carrot,target,lower-right,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:04:07.597Z,2419,3,ant,ant,target,upper-right,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:04:13.220Z,3593,4,elk,elk,target,upper-left,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:04:18.730Z,3695,5,choir,orchestra,dist1,lower-right,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,0
2023-03-02T17:04:23.589Z,2189,6,ventilator,ventilator,target,lower-left,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:04:27.317Z,2217,7,arugula,dracula,dist2,upper-left,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,0
2023-03-02T17:04:58.804Z,1925,8,giraffe,giraffe,target,upper-left,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:05:04.414Z,3929,9,palmtree,palmtree,target,lower-left,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:05:09.273Z,2098,10,pineapple,pineapple,target,lower-right,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:05:14.027Z,2998,11,ocean,ocean,target,upper-left,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:05:23.946Z,8465,12,gazelle,dragonfly,dist2,upper-left,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,0
2023-03-02T17:05:43.747Z,17755,13,chanterelle,chanterelle,target,upper-left,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:05:57.792Z,4511,14,ruin,ruin,target,lower-right,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:06:05.396Z,2727,15,labyrinth,labyrinth,target,lower-left,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:06:15.993Z,8679,16,orchid,orchid,target,lower-left,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:06:31.287Z,3194,17,zucchini,zucchini,target,upper-right,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:06:37.522Z,4788,18,kayak,kayak,target,upper-left,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:06:42.526Z,2881,19,lobster,lobster,target,upper-right,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:06:53.950Z,10067,20,carnation,carnation,target,upper-right,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:07:01.488Z,4741,21,flounder,flounder,target,lower-right,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,1
2023-03-02T17:07:09.431Z,6063,22,cello,landingbridge,dist3,upper-left,2EzEKVq4,validation - short,TRUE,Windows,2023-03-02,0
2023-03-04T14:41:04.378Z,3186,1,eye,eye,target,upper-left,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:41:12.492Z,3184,2,carrot,carrot,target,lower-right,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:41:17.776Z,2515,3,ant,ant,target,upper-right,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:41:24.754Z,3421,4,elk,elk,target,upper-left,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:41:32.817Z,5484,5,choir,choir,target,upper-right,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:41:37.831Z,2799,6,ventilator,ventilator,target,lower-left,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:41:43.212Z,2949,7,arugula,arugula,target,lower-right,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:41:47.762Z,2667,8,giraffe,giraffe,target,upper-left,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:41:52.748Z,2820,9,palmtree,palmtree,target,lower-left,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:41:56.426Z,2085,10,pineapple,pineapple,target,lower-right,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:42:02.132Z,3911,11,ocean,ocean,target,upper-left,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:42:08.731Z,4622,12,gazelle,gazelle,target,lower-right,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:42:14.357Z,4204,13,chanterelle,chanterelle,target,upper-left,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:42:19.149Z,2934,14,ruin,ruin,target,lower-right,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:42:23.513Z,2613,15,labyrinth,labyrinth,target,lower-left,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:42:33.530Z,8372,16,orchid,orchid,target,lower-left,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:42:38.359Z,2987,17,zucchini,zucchini,target,upper-right,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:42:43.462Z,2321,18,kayak,kayak,target,upper-left,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:42:49.230Z,2505,19,lobster,lobster,target,upper-right,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:42:59.941Z,7467,20,carnation,violets,dist1,lower-right,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,0
2023-03-04T14:43:04.288Z,2415,21,flounder,flounder,target,lower-right,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-04T14:43:13.572Z,7532,22,cello,cello,target,lower-left,2koAfb5r,validation - short,TRUE,Windows,2023-03-04,1
2023-03-02T15:41:11.330Z,5593,1,eye,eye,target,upper-left,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:41:20.810Z,4342,2,carrot,carrot,target,lower-right,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:41:27.992Z,4497,3,ant,ant,target,upper-right,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:41:35.847Z,4752,4,elk,elk,target,upper-left,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:41:46.216Z,6083,5,choir,choir,target,upper-right,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:41:52.801Z,3254,6,ventilator,ventilator,target,lower-left,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:42:26.785Z,31200,7,arugula,arugula,target,lower-right,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:42:33.233Z,3749,8,giraffe,giraffe,target,upper-left,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:42:38.098Z,2102,9,palmtree,palmtree,target,lower-left,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:42:42.996Z,2973,10,pineapple,pineapple,target,lower-right,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:42:55.730Z,10428,11,ocean,ocean,target,upper-left,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:43:07.734Z,7891,12,gazelle,gazelle,target,lower-right,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:43:15.074Z,4280,13,chanterelle,chanterelle,target,upper-left,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:43:24.031Z,5541,14,ruin,ruin,target,lower-right,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:43:29.205Z,2644,15,labyrinth,labyrinth,target,lower-left,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:43:34.070Z,2576,16,orchid,orchid,target,lower-left,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:43:39.998Z,3815,17,zucchini,zucchini,target,upper-right,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:43:48.088Z,4910,18,kayak,kayak,target,upper-left,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:44:01.483Z,10353,19,lobster,lobster,target,upper-right,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,1
2023-03-02T15:44:18.951Z,14990,20,carnation,violets,dist1,lower-right,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,0
2023-03-02T15:44:30.006Z,8357,21,flounder,elderberry,dist2,upper-left,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,0
2023-03-02T15:44:37.776Z,4063,22,cello,harp,dist1,lower-right,2NzP5Sr9,validation - short,FALSE,Windows,2023-03-02,0
